"","Term","Accuracy","SE"
"205","GO.0003677",0.306092555953994,0.0528706170259456
"206","GO.0003678",0.297783787986983,0.0498715535141509
"207","GO.0003682",0.279080142413023,0.0502969580708812
"208","GO.0003684",0.296110351417293,0.0466582392632057
"209","GO.0003688",0.31403246368837,0.0480240795458301
"210","GO.0003689",0.300274672023886,0.0499212573065929
"211","GO.0003690",0.292402325201942,0.0516188478776661
"212","GO.0003697",0.288852704674357,0.0462903025820442
"213","GO.0003700",0.329119861854794,0.0469361115606235
"214","GO.0003712",0.331476906831625,0.0529330013044805
"215","GO.0003713",0.253667077173651,0.055629784901
"216","GO.0003714",0.329482040091434,0.0444981930950603
"217","GO.0003723",0.247596830932223,0.052515254719387
"218","GO.0003724",0.350787085394582,0.0465266957485192
"219","GO.0003725",0.28787409810717,0.0462881064063281
"220","GO.0003727",0.305658266563438,0.0505228678428272
"221","GO.0003729",0.268337732193864,0.054594325329496
"222","GO.0003730",0.248706873950912,0.0533811649613935
"223","GO.0003735",0.282085095610064,0.0451467207167615
"224","GO.0003743",0.281133883087604,0.0514716331148761
"225","GO.0003746",0.323080962260709,0.0534904783466856
"226","GO.0003755",0.335468831012725,0.0503335220417995
"227","GO.0003756",0.332742588487632,0.0487504336374357
"228","GO.0003774",0.310431102020558,0.0519261765030953
"229","GO.0003777",0.266788100856117,0.0490745250805943
"230","GO.0003779",0.249058127908572,0.0457089766414123
"231","GO.0003796",0.316812054591091,0.0513159672693913
"232","GO.0003824",0.289296350064555,0.0459609587974203
"233","GO.0003887",0.322678883969616,0.0518412094597417
"234","GO.0003899",0.310519147215711,0.0498482257021399
"235","GO.0003924",0.319044677420076,0.0479552052220781
"236","GO.0003954",0.314711407113292,0.0508037439266927
"237","GO.0003993",0.308790749669404,0.0498732607127773
"238","GO.0003995",0.356406335114231,0.0499708712707556
"239","GO.0003997",0.308573998521933,0.0503156078133031
"240","GO.0004000",0.315847312055819,0.0508989921591299
"241","GO.0004016",0.307490765912166,0.0470991010066879
"242","GO.0004022",0.318279375601256,0.0495088516382799
"243","GO.0004029",0.319580415446746,0.0512780869694094
"244","GO.0004032",0.309341518297254,0.0485174128846086
"245","GO.0004035",0.322040592144364,0.0475560745306399
"246","GO.0004067",0.320292722508164,0.0487225940524921
"247","GO.0004089",0.307817519042214,0.0439499962023523
"248","GO.0004099",0.311856503979629,0.0508748209364708
"249","GO.0004114",0.293279713684036,0.0484882837202659
"250","GO.0004143",0.308778525161207,0.0483112557622438
"251","GO.0004144",0.335145332215246,0.047396316863782
"252","GO.0004169",0.297680236969404,0.0527495856097065
"253","GO.0004175",0.298341525364617,0.0499861102460965
"254","GO.0004176",0.306591885115648,0.0511398905053642
"255","GO.0004181",0.291103573515497,0.052361791806929
"256","GO.0004185",0.298013268873297,0.0487907775504149
"257","GO.0004190",0.260490829510736,0.057413029391101
"258","GO.0004197",0.284707886134826,0.0502778897940035
"259","GO.0004222",0.317335570722808,0.0481847018901887
"260","GO.0004252",0.259336404785575,0.0515164181354269
"261","GO.0004303",0.316388779323358,0.0471994558275335
"262","GO.0004364",0.287691465177436,0.0476445989904945
"263","GO.0004370",0.318682396198066,0.0485195668200283
"264","GO.0004383",0.295664134205218,0.0496530222077874
"265","GO.0004386",0.198163124594988,0.0563226854914236
"266","GO.0004402",0.347662242134107,0.0520579540321194
"267","GO.0004407",0.322182513335775,0.044784942590986
"268","GO.0004439",0.320048795254627,0.0517258319162656
"269","GO.0004467",0.283210440745816,0.0478991791577228
"270","GO.0004497",0.336041799259332,0.0383833088865418
"271","GO.0004518",0.307687705589015,0.0440440798760865
"272","GO.0004519",0.282323734297945,0.046569079630472
"273","GO.0004520",0.316585630976764,0.0462885485350198
"274","GO.0004521",0.284621175748834,0.0521338867811677
"275","GO.0004527",0.322582223205543,0.0495119086250886
"276","GO.0004540",0.302264230361019,0.0443465489297961
"277","GO.0004553",0.297229538311111,0.0486358065304003
"278","GO.0004559",0.268815321231976,0.0464282040705452
"279","GO.0004568",0.313565562457726,0.0469929949558276
"280","GO.0004571",0.295320099033558,0.0433138471872525
"281","GO.0004596",0.346145679350412,0.0517667525145029
"282","GO.0004601",0.296217576143461,0.050558218298
"283","GO.0004602",0.311154698771553,0.0479855046463688
"284","GO.0004620",0.307604788830521,0.0494086016831968
"285","GO.0004622",0.318784391126548,0.0497927466134325
"286","GO.0004623",0.335481981158928,0.0542993479986503
"287","GO.0004653",0.29701745308433,0.050038754952152
"288","GO.0004656",0.319053546137408,0.0503150167470309
"289","GO.0004659",0.299801949065031,0.0527241950279375
"290","GO.0004672",0.393625475427302,0.0432193084502078
"291","GO.0004674",0.351108774210682,0.0455501328877665
"292","GO.0004675",0.324676084892431,0.0506899493215085
"293","GO.0004683",0.317887446173178,0.0507954694116203
"294","GO.0004693",0.285586322309153,0.0501724067061785
"295","GO.0004707",0.308454462957112,0.0497385155611419
"296","GO.0004709",0.322852661671138,0.0472843724544492
"297","GO.0004712",0.308129747106399,0.0510429983579882
"298","GO.0004713",0.300028009019126,0.0493549008234452
"299","GO.0004714",0.285054360395427,0.0464538914966623
"300","GO.0004715",0.331576233606457,0.0563004778743441
"301","GO.0004721",0.281889559944007,0.0528548820559349
"302","GO.0004722",0.272460246081569,0.0546437797079045
"303","GO.0004725",0.314708004067132,0.0364968062605085
"304","GO.0004726",0.319151528188878,0.0415148505903222
"305","GO.0004745",0.318940438635773,0.0493386261889219
"306","GO.0004767",0.316859085354811,0.0513138466866591
"307","GO.0004768",0.319603584657881,0.0494647330416796
"308","GO.0004806",0.336370543857358,0.0422357907232412
"309","GO.0004812",0.287473083181913,0.0479510830336501
"310","GO.0004842",0.287454464013162,0.0462498886318379
"311","GO.0004843",0.273369296222067,0.050491407302884
"312","GO.0004860",0.313054930387625,0.0516329697859554
"313","GO.0004864",0.309532792977753,0.0497689935729546
"314","GO.0004866",0.332964131936808,0.0525351008086168
"315","GO.0004867",0.247637793868161,0.0573326603625165
"316","GO.0004869",0.33910239299281,0.0514475915076467
"317","GO.0004879",0.293038452452088,0.0504605897976478
"318","GO.0004888",0.279658046893319,0.0510829964529523
"319","GO.0004930",0.341688105955901,0.0433404850400417
"320","GO.0004948",0.294324485569496,0.0527923026349191
"321","GO.0004970",0.294054435069644,0.0570924578742042
"322","GO.0004983",0.285340000799859,0.0402732546105812
"323","GO.0004984",0.329389179916999,0.0494141542280031
"324","GO.0004989",0.312694567204227,0.0494601297100771
"325","GO.0004993",0.27332875119163,0.052216928008723
"326","GO.0005001",0.311666893069134,0.049311603293853
"327","GO.0005044",0.318569144882117,0.047246219487202
"328","GO.0005049",0.328110312394317,0.0501301758744942
"329","GO.0005078",0.318381426988006,0.0478505292391899
"330","GO.0005085",0.308600271007435,0.0491649823099462
"331","GO.0005092",0.306215229905799,0.0497054208803621
"332","GO.0005096",0.323481284846687,0.0511475100771037
"333","GO.0005102",0.287497942624087,0.0459664354433861
"334","GO.0005104",0.323358036106182,0.0492944115292695
"335","GO.0005109",0.313393569529037,0.0506764873728337
"336","GO.0005112",0.314426240864477,0.0508697008506184
"337","GO.0005121",0.304436232422241,0.0499348881302604
"338","GO.0005125",0.297301846066895,0.049327924764983
"339","GO.0005154",0.318671652781771,0.052791586929274
"340","GO.0005158",0.270177646864902,0.0506077347748881
"341","GO.0005178",0.354955634576667,0.0505017579272861
"342","GO.0005179",0.267850956986686,0.0460209401807639
"343","GO.0005184",0.306951704437538,0.0498401706125555
"344","GO.0005198",0.291478836398492,0.0435954116093976
"345","GO.0005200",0.290402117497901,0.0481958541304718
"346","GO.0005201",0.292770245455377,0.0527409388893035
"347","GO.0005214",0.313238403935386,0.0495921646606424
"348","GO.0005216",0.268769916267267,0.0560562991703674
"349","GO.0005229",0.32819999933503,0.0426362697339592
"350","GO.0005230",0.295467137800976,0.0516051970085513
"351","GO.0005231",0.322906552020841,0.0503012992080905
"352","GO.0005243",0.322128012479853,0.0504294240239453
"353","GO.0005245",0.309622119933854,0.0487768210699904
"354","GO.0005246",0.327148956917921,0.0501930155800466
"355","GO.0005249",0.296632196211921,0.0511243166838619
"356","GO.0005254",0.312854124660153,0.041833290981365
"357","GO.0005261",0.290937367068226,0.0481043881423336
"358","GO.0005262",0.286106928514553,0.0475929082362511
"359","GO.0005267",0.29693034612916,0.0483530367133698
"360","GO.0005272",0.32079869786793,0.0535666832070158
"361","GO.0005313",0.314722104048544,0.0517328086778811
"362","GO.0005319",0.305918481703276,0.0506574802623467
"363","GO.0005326",0.316047420494832,0.0482662103856947
"364","GO.0005328",0.273989514750007,0.0510045999226035
"365","GO.0005385",0.288156831164062,0.0475917897468752
"366","GO.0005416",0.32949473930487,0.051301210166035
"367","GO.0005484",0.316398140969651,0.0498956671558023
"368","GO.0005504",0.310955101789233,0.04876009048449
"369","GO.0005506",0.343853337375641,0.0389297858945163
"370","GO.0005507",0.30844319394135,0.0459726919302136
"371","GO.0005509",0.325187259013398,0.0454754506518068
"372","GO.0005515",0.290108981162033,0.0506013021058365
"373","GO.0005516",0.296000226849366,0.0492954794573612
"374","GO.0005518",0.380264254231672,0.0456985679293003
"375","GO.0005524",0.376108034436268,0.0466775337672005
"376","GO.0005525",0.311960749515214,0.0486341404087784
"377","GO.0005534",0.307449971436233,0.0517950252904674
"378","GO.0005543",0.296232455057516,0.0505951665249486
"379","GO.0005544",0.287136938609702,0.0525008018307073
"380","GO.0005546",0.279316805081352,0.0496416663733091
"381","GO.0005548",0.324000373318412,0.0541642017717358
"382","GO.0005549",0.289786776791536,0.0516978675242955
"383","GO.0005550",0.306641085586322,0.0491156145911873
"384","GO.0005575",0.262276975082536,0.0526444493677826
"385","GO.0005576",0.297245840583574,0.0482007018264076
"386","GO.0005604",0.269435704378338,0.055750351961866
"387","GO.0005615",0.30491761788301,0.0452451322190602
"388","GO.0005634",0.321699029018706,0.0497793849700845
"389","GO.0005635",0.329012382019294,0.0439533455560389
"390","GO.0005637",0.318151979356082,0.0455012900983801
"391","GO.0005643",0.434373302079524,0.0372863774520376
"392","GO.0005652",0.309222071681471,0.0468571185636928
"393","GO.0005654",0.33333463769607,0.0448421708756947
"394","GO.0005657",0.331567779827433,0.0513456602212581
"395","GO.0005663",0.30154403891561,0.0488273638005615
"396","GO.0005665",0.31809907581596,0.0492187898830615
"397","GO.0005666",0.298451114591866,0.0493236679147605
"398","GO.0005667",0.346507010716698,0.0505173195372124
"399","GO.0005669",0.288365108246395,0.0563531894337293
"400","GO.0005675",0.306145360165919,0.0503709685497877
"401","GO.0005680",0.336341215212016,0.0464658115336866
"402","GO.0005681",0.284865359353324,0.0491334849753092
"403","GO.0005682",0.285311083417498,0.0556404708201527
"404","GO.0005684",0.34766019951257,0.0500089466900673
"405","GO.0005685",0.290272151704635,0.0540756261525042
"406","GO.0005686",0.306335771015198,0.0528110616763901
"407","GO.0005687",0.296863583000445,0.0541683144979512
"408","GO.0005688",0.31612371693801,0.0502432445714673
"409","GO.0005689",0.318433511985461,0.0519104771456958
"410","GO.0005694",0.278433843004874,0.047070985815109
"411","GO.0005700",0.283037215497442,0.0480020961911973
"412","GO.0005701",0.32112480455677,0.0511134011819772
"413","GO.0005703",0.248955641491189,0.0500549451490596
"414","GO.0005704",0.354950296670053,0.0471650613309569
"415","GO.0005705",0.284971747831236,0.0532340489833322
"416","GO.0005721",0.293222552758054,0.0510681441263153
"417","GO.0005730",0.294289222026501,0.0547421170704181
"418","GO.0005732",0.309175862992221,0.0514431111495025
"419","GO.0005736",0.303457109686278,0.0499875617683252
"420","GO.0005737",0.323885840121287,0.0474116350804255
"421","GO.0005739",0.304851024232304,0.0471899891677709
"422","GO.0005740",0.317701797040149,0.0500863503493225
"423","GO.0005741",0.292650115529183,0.052615958500194
"424","GO.0005742",0.316687570523287,0.0518460396496826
"425","GO.0005743",0.297278068321584,0.0453322549544596
"426","GO.0005744",0.312222674999945,0.0530051933512578
"427","GO.0005747",0.301968362356614,0.0436965146486756
"428","GO.0005750",0.302477897809199,0.048994508714511
"429","GO.0005751",0.270500377804886,0.0461411947793629
"430","GO.0005758",0.296833434032798,0.0509228164074176
"431","GO.0005759",0.255776803999797,0.0574112373075052
"432","GO.0005761",0.309331832908786,0.0508917290601025
"433","GO.0005762",0.296736379781135,0.0535580355749035
"434","GO.0005763",0.253321233220271,0.047625827016742
"435","GO.0005764",0.281645382247687,0.0510772615653128
"436","GO.0005765",0.284909244257727,0.0468315956763938
"437","GO.0005768",0.286235110525199,0.0501088711001203
"438","GO.0005769",0.289690552376181,0.0447121678012837
"439","GO.0005770",0.313898779474407,0.0397781361890519
"440","GO.0005771",0.296842158670868,0.0493229175965299
"441","GO.0005773",0.317242078843275,0.051325802811628
"442","GO.0005774",0.296544823644887,0.0493649986092371
"443","GO.0005776",0.252952833905281,0.0468961344084227
"444","GO.0005777",0.254549265734745,0.0487025131365207
"445","GO.0005778",0.281795534542322,0.051111996507287
"446","GO.0005783",0.279321336862934,0.0536507285718939
"447","GO.0005786",0.314210029665064,0.051341015946182
"448","GO.0005788",0.289729547011779,0.0535640827382931
"449","GO.0005789",0.352453903530603,0.0528757271580349
"450","GO.0005791",0.313691096983331,0.0480334366519486
"451","GO.0005793",0.331902091711197,0.0492060600236174
"452","GO.0005794",0.298682370251445,0.0540931747453123
"453","GO.0005795",0.277035153727304,0.0541677711402584
"454","GO.0005797",0.348804576060677,0.0499368852838341
"455","GO.0005801",0.322570209864498,0.0522414391153443
"456","GO.0005802",0.269643334169538,0.051895905997096
"457","GO.0005811",0.338098473099403,0.0442553598886063
"458","GO.0005813",0.260723602748602,0.0474411587688743
"459","GO.0005814",0.269148584798636,0.0509910382574464
"460","GO.0005815",0.272396333781691,0.0479437792746789
"461","GO.0005818",0.301489179496589,0.0494039647443631
"462","GO.0005819",0.247736474234304,0.0458073499368887
"463","GO.0005828",0.287536975140815,0.0481140012836349
"464","GO.0005829",0.333975518015034,0.0477073846729072
"465","GO.0005832",0.302161920457486,0.0504166294850176
"466","GO.0005834",0.289689874888088,0.0485558610427625
"467","GO.0005838",0.291779542803382,0.0491128269201248
"468","GO.0005839",0.32890357994083,0.0475498510422666
"469","GO.0005840",0.297044816666927,0.0428491322022322
"470","GO.0005844",0.312019315510508,0.0539832942521026
"471","GO.0005847",0.325290244407626,0.0487707787620589
"472","GO.0005851",0.326621413798256,0.0507365631392829
"473","GO.0005852",0.310316329667139,0.0536012658752738
"474","GO.0005856",0.263093481251709,0.0535555094233355
"475","GO.0005863",0.315509841251778,0.0498270704506819
"476","GO.0005865",0.317126376670314,0.049334390640202
"477","GO.0005868",0.302849992295765,0.0564656686721626
"478","GO.0005869",0.285255557809855,0.0563691904543257
"479","GO.0005871",0.274808879682597,0.0502455818353946
"480","GO.0005874",0.253254943230547,0.042965779942846
"481","GO.0005875",0.259673027847002,0.0482122600533184
"482","GO.0005876",0.306635298463241,0.0488533617913011
"483","GO.0005881",0.363453304532161,0.0461669213240937
"484","GO.0005884",0.368007940668893,0.0431036140227309
"485","GO.0005885",0.291469488946875,0.055151834637756
"486","GO.0005886",0.355019556617966,0.0494243194201842
"487","GO.0005891",0.309622119933854,0.0487768210699904
"488","GO.0005892",0.314839221949647,0.0496318927468207
"489","GO.0005902",0.307491699020381,0.0513892553551421
"490","GO.0005903",0.3120171972352,0.0506461357596258
"491","GO.0005905",0.295015781536322,0.0556380206319777
"492","GO.0005911",0.283877281659261,0.054764697740514
"493","GO.0005912",0.258387799746356,0.0513564263125395
"494","GO.0005915",0.315605643058943,0.0547819442474932
"495","GO.0005918",0.268391451681516,0.0539996799930694
"496","GO.0005919",0.31161735940464,0.0473458752056043
"497","GO.0005920",0.288394744776098,0.0500368112069451
"498","GO.0005921",0.322128012479853,0.0504294240239453
"499","GO.0005925",0.328375644082739,0.0473760954610072
"500","GO.0005927",0.31331220727708,0.0470289353317377
"501","GO.0005929",0.277190542553646,0.0492029473391086
"502","GO.0005930",0.290856921686269,0.0434606376580227
"503","GO.0005938",0.284533885900429,0.0474402627794269
"504","GO.0005940",0.316191396460151,0.0508526308283594
"505","GO.0005942",0.297503977714682,0.0564487138753291
"506","GO.0005955",0.309333388095714,0.052893965990347
"507","GO.0005975",0.283204209602129,0.0474655711561337
"508","GO.0005977",0.317758237438913,0.051287071399643
"509","GO.0005978",0.320802004450332,0.0500872787550248
"510","GO.0006006",0.307773691745931,0.0528344396425328
"511","GO.0006013",0.264034299292112,0.0468603512288798
"512","GO.0006020",0.324951947984173,0.0498344872567254
"513","GO.0006024",0.318206177157226,0.0501928372271812
"514","GO.0006032",0.306069873246692,0.0473265504058236
"515","GO.0006044",0.306710691554272,0.048263652986651
"516","GO.0006066",0.312022910581279,0.0501838620219716
"517","GO.0006072",0.292187885690376,0.0519789429013867
"518","GO.0006090",0.296786877981978,0.0486922736042989
"519","GO.0006096",0.319339655982303,0.0504557920152631
