"","Term","Accuracy","SE"
"68","GO.0000447",0.435041322310429,0.0357178394322368
"69","GO.0000460",0.43359665989217,0.0339863991739269
"70","GO.0000462",0.431956220298744,0.0343346417960533
"71","GO.0000463",0.402598805522797,0.0425468514051686
"72","GO.0000470",0.438160344854311,0.033705788387162
"73","GO.0000502",0.409636228109359,0.0341166175075675
"74","GO.0000712",0.467319919570847,0.0320956572253899
"75","GO.0000723",0.438262455337695,0.0352449880629691
"76","GO.0000724",0.467546000725707,0.0269037311352107
"77","GO.0000727",0.440754259012266,0.0348116877534204
"78","GO.0000774",0.44733786297301,0.036171874140296
"79","GO.0000775",0.444196647159233,0.0299882109323184
"80","GO.0000776",0.398880919825671,0.0362962414150627
"81","GO.0000779",0.444987452982033,0.0316538848201979
"82","GO.0000781",0.45320829941829,0.0341290720508463
"83","GO.0000785",0.448479134503039,0.0304627456056326
"84","GO.0000786",0.458344691945715,0.0323422767827908
"85","GO.0000791",0.414836796962121,0.043133394880122
"86","GO.0000792",0.427240422405932,0.0347683548362761
"87","GO.0000793",0.464338112483239,0.0307638188190162
"88","GO.0000794",0.439634595916908,0.0336826198708791
"89","GO.0000796",0.453398623388664,0.0330320391061938
"90","GO.0000813",0.450654466168079,0.0347407225371478
"91","GO.0000815",0.446436838007773,0.0345429732611905
"92","GO.0000900",0.415284802755309,0.0374233756432953
"93","GO.0000902",0.448713720882494,0.0419504376124407
"94","GO.0000915",0.446991684238821,0.0352795153908778
"95","GO.0000916",0.443878303544413,0.0332605979198482
"96","GO.0000922",0.409438390743032,0.0273856807191239
"97","GO.0000923",0.442111941368998,0.0315845080594471
"98","GO.0000930",0.43923051892749,0.0311404933509867
"99","GO.0000931",0.45008194837864,0.030744926016001
"100","GO.0000932",0.43003254402158,0.0340128250406031
"101","GO.0000940",0.436066674697452,0.0324266573545464
"102","GO.0000956",0.447487565852773,0.0345519989665452
"103","GO.0000974",0.481021235138534,0.0346803022773446
"104","GO.0000976",0.447034550349931,0.0313858626375522
"105","GO.0000977",0.399853231544447,0.0292942058648204
"106","GO.0000978",0.410064852588473,0.039086103139437
"107","GO.0000981",0.402552707419847,0.0380521434856439
"108","GO.0000987",0.421338180277074,0.0356678041762562
"109","GO.0000993",0.427147920047823,0.0347949134595837
"110","GO.0001046",0.457083003653606,0.0331966178351067
"111","GO.0001054",0.440208930172699,0.034398306702868
"112","GO.0001055",0.447980429652364,0.0338196979951894
"113","GO.0001056",0.448463251983598,0.0353808304202358
"114","GO.0001111",0.437495359244686,0.0328371822791025
"115","GO.0001113",0.444354001284859,0.0327984433385065
"116","GO.0001178",0.439308167492273,0.0329604039444702
"117","GO.0001222",0.428968895400683,0.0351784690226905
"118","GO.0001223",0.433413198630258,0.0342155932380153
"119","GO.0001227",0.399651391840095,0.0337109985524625
"120","GO.0001228",0.398791702935693,0.0350695885735404
"121","GO.0001405",0.448771703912153,0.034685816016034
"122","GO.0001510",0.41361485700136,0.0398423596691769
"123","GO.0001522",0.440835859839657,0.0374627933616546
"124","GO.0001530",0.443731539382995,0.0345325147524603
"125","GO.0001558",0.41754639532366,0.0345183764867437
"126","GO.0001578",0.431257429003468,0.0337480291646179
"127","GO.0001653",0.440600678106809,0.0351588169631849
"128","GO.0001654",0.394735357448554,0.0321541047410734
"129","GO.0001664",0.406811703410218,0.039504979230821
"130","GO.0001666",0.441601474283319,0.0345078450194504
"131","GO.0001671",0.443133715063513,0.0355254796122946
"132","GO.0001673",0.426650086655175,0.0354719918073782
"133","GO.0001676",0.445167866234157,0.036872681250687
"134","GO.0001682",0.441957306919291,0.0326302062545994
"135","GO.0001700",0.423943875907086,0.034579276110125
"136","GO.0001708",0.427120044679441,0.0328475822414868
"137","GO.0001709",0.430836116198884,0.035787501200708
"138","GO.0001710",0.454534067390404,0.0336204741484072
"139","GO.0001725",0.445831059538034,0.0351672022730666
"140","GO.0001726",0.439737331277769,0.0357689079858215
"141","GO.0001736",0.438330120832696,0.0367146349645514
"142","GO.0001737",0.430756153530134,0.033201550989848
"143","GO.0001738",0.529852786769087,0.0361161839456085
"144","GO.0001742",0.434276697134536,0.0276553347889281
"145","GO.0001745",0.419489568261175,0.0381794638322927
"146","GO.0001746",0.442301497318712,0.0361989338032078
"147","GO.0001751",0.388796342815943,0.0295747418073558
"148","GO.0001752",0.435428144932482,0.0337937563162809
"149","GO.0001764",0.433580961692178,0.0319152556136916
"150","GO.0001784",0.449249004209429,0.0356443658401566
"151","GO.0001786",0.440657973215275,0.0353520407714866
"152","GO.0001881",0.448645042159431,0.0352835545030796
"153","GO.0001932",0.434518216729562,0.037979808208167
"154","GO.0001933",0.424507422109746,0.0352977374163806
"155","GO.0001934",0.432541267163898,0.0326297358614607
"156","GO.0002009",0.515670438096858,0.0336055337156363
"157","GO.0002027",0.459286648530497,0.0338900651249766
"158","GO.0002028",0.431321771276934,0.0356133315947478
"159","GO.0002039",0.44862662377139,0.0334702051013734
"160","GO.0002052",0.468480687056881,0.0338000836874943
"161","GO.0002092",0.452977993641745,0.0345774914693903
"162","GO.0002098",0.435899284594235,0.0348103424897728
"163","GO.0002118",0.449352589648044,0.0337125956964466
"164","GO.0002121",0.439743149194056,0.0365232291598083
"165","GO.0002161",0.420439881884735,0.0326841636585762
"166","GO.0002164",0.437658489846336,0.0344241639186411
"167","GO.0002165",0.429367254401978,0.0350945789760124
"168","GO.0002168",0.430072398280921,0.0391193977681212
"169","GO.0002181",0.433792302331495,0.034175985930813
"170","GO.0002213",0.44011417872773,0.0388837289745313
"171","GO.0002225",0.386720359541112,0.0348336177771888
"172","GO.0002230",0.418928828697662,0.0319531122449451
"173","GO.0002347",0.440592805023434,0.0335607965329193
"174","GO.0002385",0.429583330043086,0.0370077829379361
"175","GO.0002785",0.448125454460884,0.0352650634537735
"176","GO.0002804",0.445407345616008,0.033398003229819
"177","GO.0002807",0.445057835761598,0.0348052441854479
"178","GO.0002814",0.458215773278976,0.0332029668344587
"179","GO.0003007",0.429918569894732,0.0344572389572949
"180","GO.0003012",0.450338365935378,0.0335534312240102
"181","GO.0003014",0.448793210488861,0.0353788359543332
"182","GO.0003015",0.422784202018103,0.029488250472983
"183","GO.0003333",0.429728621291647,0.0365409037674091
"184","GO.0003341",0.450846518391786,0.0336531734105485
"185","GO.0003382",0.441839362016372,0.032755427568177
"186","GO.0003383",0.451122562268185,0.0336097372147351
"187","GO.0003384",0.455034770593012,0.0347140287935325
"188","GO.0003674",0.438126217481912,0.0336134257783787
"189","GO.0003676",0.390091637723682,0.0335217488786613
"190","GO.0003677",0.414561521790231,0.039026982079692
"191","GO.0003678",0.434840481115892,0.0302604042987028
"192","GO.0003682",0.427751822355657,0.0330878325789197
"193","GO.0003684",0.451490498360516,0.0370498842179448
"194","GO.0003688",0.448337819189117,0.0339125400363559
"195","GO.0003689",0.434752361158673,0.0355987846904076
"196","GO.0003690",0.402680122056988,0.0356455045638625
"197","GO.0003697",0.406299055655132,0.0358207953775331
"198","GO.0003700",0.427541221774137,0.0328476065261115
"199","GO.0003712",0.433144219835504,0.0319577768140788
"200","GO.0003713",0.42118098930768,0.0399904733041927
"201","GO.0003714",0.410179487945652,0.0388447590442767
"202","GO.0003723",0.41079878992757,0.0341727163357025
"203","GO.0003724",0.396468678014269,0.0324425215028361
"204","GO.0003725",0.400178701939465,0.0388400079104695
"205","GO.0003727",0.416460583774627,0.0351465419821292
"206","GO.0003729",0.363400260857563,0.0324965116982664
"207","GO.0003730",0.407405306648123,0.0346534491772103
"208","GO.0003735",0.450790325885066,0.0326024988060021
"209","GO.0003743",0.390613783296709,0.0259863427479773
"210","GO.0003746",0.438474113966614,0.0343485187357669
"211","GO.0003755",0.413348485337429,0.0314639644248178
"212","GO.0003756",0.431408135561687,0.0336277513950194
"213","GO.0003774",0.450467630444627,0.0342985576574772
"214","GO.0003777",0.439415369822056,0.0342822257013368
"215","GO.0003779",0.426198447646594,0.0354439716120304
"216","GO.0003796",0.45481757612306,0.0358272062243178
"217","GO.0003824",0.439482208227547,0.0349508791083916
"218","GO.0003887",0.435813526944957,0.0366041786840649
"219","GO.0003899",0.43534166532162,0.0323627782665565
"220","GO.0003924",0.390989110586776,0.0346764543832144
"221","GO.0003954",0.426628223722474,0.036156429806967
"222","GO.0003993",0.447981082151035,0.0340424690892654
"223","GO.0003995",0.436779275026393,0.0447957785198145
"224","GO.0003997",0.428022023795496,0.0408647740075191
"225","GO.0003998",0.433399443219563,0.0359001684953051
"226","GO.0004000",0.457434708593949,0.0329159908654107
"227","GO.0004016",0.425887844110138,0.0336780259306763
"228","GO.0004022",0.445350058147955,0.035004514532812
"229","GO.0004029",0.44415425562497,0.0338928973942389
"230","GO.0004032",0.445552451838495,0.0326590642071226
"231","GO.0004034",0.442337097671343,0.0344999855486671
"232","GO.0004035",0.430754262336995,0.0383667872826417
"233","GO.0004046",0.449973366260664,0.0330078015842885
"234","GO.0004059",0.450106566432066,0.0348723769991408
"235","GO.0004067",0.445214960568084,0.0344924779377338
"236","GO.0004089",0.436097759983701,0.0390461519711692
"237","GO.0004099",0.438532467884467,0.0347500526504893
"238","GO.0004114",0.436046042909352,0.0345027876550343
"239","GO.0004143",0.432193104608893,0.0322437926919615
"240","GO.0004144",0.431121323445859,0.0356622689851311
"241","GO.0004169",0.444092456820337,0.0343938664307149
"242","GO.0004175",0.44101547715392,0.032938155201295
"243","GO.0004176",0.431202058090413,0.0354949374377126
"244","GO.0004181",0.394730720087425,0.0390653880217437
"245","GO.0004185",0.4221874654252,0.0392981295758926
"246","GO.0004190",0.438998863344833,0.0341320749734194
"247","GO.0004197",0.420954273159107,0.0334444575776014
"248","GO.0004222",0.436646502982125,0.03264291976647
"249","GO.0004252",0.41018093549289,0.0318998247755964
"250","GO.0004298",0.427918153787438,0.0348001166540108
"251","GO.0004303",0.421624240223776,0.030033826311834
"252","GO.0004322",0.441749874233449,0.0342818181204972
"253","GO.0004364",0.42981221360949,0.0360505947217173
"254","GO.0004370",0.438903502905254,0.0386453321242657
"255","GO.0004383",0.441207582926668,0.0345168822042434
"256","GO.0004386",0.376828841634434,0.0326702250308651
"257","GO.0004402",0.498537837224668,0.0281954979096099
"258","GO.0004407",0.4375883473793,0.0358862870019546
"259","GO.0004467",0.442464066233855,0.0362847376316976
"260","GO.0004497",0.437983064095719,0.0373934489180401
"261","GO.0004518",0.448316061123175,0.0348344443645762
"262","GO.0004519",0.468499208192331,0.0313494335807952
"263","GO.0004520",0.464607949095527,0.030298081010306
"264","GO.0004521",0.401166375818203,0.0353547006299993
"265","GO.0004553",0.406356561792269,0.0315668836917774
"266","GO.0004559",0.431827744829218,0.0348174741402187
"267","GO.0004568",0.417458791162416,0.0416221161682504
"268","GO.0004571",0.446897095338394,0.0347739724776526
"269","GO.0004596",0.444691646370029,0.0319547507189865
"270","GO.0004601",0.444120723481163,0.0368479093404636
"271","GO.0004602",0.434103342983695,0.0349050184333984
"272","GO.0004620",0.448348636043219,0.0316770271094592
"273","GO.0004622",0.447143450678087,0.0351288698856056
"274","GO.0004623",0.453890788504155,0.0370977621580559
"275","GO.0004653",0.454161832673631,0.0353318529681613
"276","GO.0004656",0.408114400566106,0.0336757879174922
"277","GO.0004659",0.449832690412106,0.0343205406146183
"278","GO.0004672",0.440358402204295,0.0296206408707544
"279","GO.0004674",0.458279884607716,0.0319541801173548
"280","GO.0004675",0.430250068068835,0.0364782972668848
"281","GO.0004683",0.427027267095671,0.0340723502255689
"282","GO.0004693",0.441664722833947,0.0339153152019498
"283","GO.0004707",0.448826199845541,0.0351277363539658
"284","GO.0004709",0.446799900823844,0.0349283468984345
"285","GO.0004712",0.455829083369567,0.0333759509988925
"286","GO.0004713",0.39705491818732,0.0408140666857133
"287","GO.0004714",0.395642499374395,0.037120313449259
"288","GO.0004715",0.455038448220178,0.0325285547784317
"289","GO.0004721",0.408019870847882,0.0352188255091278
"290","GO.0004722",0.396824711285579,0.0332626702248233
"291","GO.0004725",0.409120801592819,0.0332246131245061
"292","GO.0004726",0.444809972424902,0.0336122961841529
"293","GO.0004743",0.438637912429551,0.0300470462593433
"294","GO.0004745",0.442995648117409,0.0345080770884158
"295","GO.0004767",0.446526669162691,0.0328169188798944
"296","GO.0004768",0.449970833249977,0.03738492548664
"297","GO.0004784",0.442414797443579,0.0353969741590398
"298","GO.0004806",0.436182440514674,0.0492708600688208
"299","GO.0004812",0.405716491526814,0.0319630986940603
"300","GO.0004842",0.423803340601009,0.0368998963317278
"301","GO.0004843",0.410238600390074,0.0340601655061501
"302","GO.0004860",0.44172958133602,0.0352673423070993
"303","GO.0004864",0.454668615744418,0.0315413202307362
"304","GO.0004865",0.428600813042204,0.0361844807002179
"305","GO.0004866",0.434945574879179,0.0387868893364824
"306","GO.0004867",0.392691527201945,0.039199751290659
"307","GO.0004869",0.446332813965161,0.0341270887510306
"308","GO.0004879",0.477398065786861,0.0335831037839932
"309","GO.0004888",0.399682609965268,0.0404695879498822
"310","GO.0004930",0.451815455107331,0.0346383087021664
"311","GO.0004948",0.437839930998952,0.0339745310146595
"312","GO.0004970",0.402187860672168,0.038842611689078
"313","GO.0004983",0.424466870836798,0.0326550725572713
"314","GO.0004984",0.4459090104005,0.0356809069816288
"315","GO.0004989",0.446213146780209,0.0349529599662246
"316","GO.0004993",0.446742083859004,0.0366167632148759
"317","GO.0005001",0.438640049508811,0.0338248516959887
"318","GO.0005044",0.438022513874635,0.0420005845373131
"319","GO.0005085",0.473720450211818,0.0357560282861078
"320","GO.0005092",0.453832256869868,0.0374583988558627
"321","GO.0005096",0.396653183414234,0.0364815276576814
"322","GO.0005102",0.384571748156709,0.0363729054121605
"323","GO.0005104",0.444097913803896,0.0346141999697317
"324","GO.0005109",0.446623406790114,0.0347931218466752
"325","GO.0005112",0.440296873582041,0.0318562353773961
"326","GO.0005121",0.437881628868627,0.0354115240403737
"327","GO.0005125",0.427737051604138,0.0411263615005056
"328","GO.0005154",0.418742252398272,0.0354997315975372
"329","GO.0005158",0.472614519253142,0.0308848949448844
"330","GO.0005178",0.437285752155417,0.033677148900571
"331","GO.0005179",0.433959518504744,0.0318698408292871
"332","GO.0005184",0.392371940376243,0.0354370763412187
"333","GO.0005198",0.430254678225933,0.0358489243544308
"334","GO.0005200",0.392911078051632,0.0343868837539159
"335","GO.0005201",0.447602112592956,0.0349070779197159
"336","GO.0005214",0.451426782905948,0.0339805176791739
"337","GO.0005216",0.380156826924989,0.0382020425570919
"338","GO.0005229",0.445568787863932,0.0332506356063014
"339","GO.0005230",0.403011833311537,0.0366249769183599
"340","GO.0005231",0.433382355632565,0.0342767293382004
"341","GO.0005243",0.440727106623942,0.0355980119993886
"342","GO.0005245",0.45098609507424,0.033544993677334
"343","GO.0005246",0.4398497147343,0.0346579204507919
"344","GO.0005249",0.421653973815872,0.0369623535823513
"345","GO.0005254",0.404406403766325,0.0362220572767093
"346","GO.0005261",0.428174074521826,0.0372682726874098
"347","GO.0005262",0.395948814457454,0.0403704526976394
"348","GO.0005267",0.431198237747641,0.0335617850637524
"349","GO.0005272",0.432712721041064,0.0321006914013216
"350","GO.0005313",0.445736721993067,0.0339748733070566
"351","GO.0005315",0.446963619059368,0.0352100242402481
"352","GO.0005319",0.43635261457004,0.0333195193178306
"353","GO.0005326",0.406529660696536,0.0386684906596231
"354","GO.0005328",0.416674519299642,0.0356310642377341
"355","GO.0005337",0.444029017123909,0.0337775677219077
"356","GO.0005355",0.424123470381302,0.0365955445908696
"357","GO.0005375",0.461418059855156,0.0359990792874025
"358","GO.0005385",0.425172260828569,0.0323622025926491
"359","GO.0005416",0.442743351403026,0.0346852026705141
"360","GO.0005432",0.44387181786755,0.0349855065016846
"361","GO.0005484",0.433251658154964,0.0361859313012918
"362","GO.0005504",0.43571008154119,0.0408759569626894
"363","GO.0005506",0.434945986980931,0.0360083032056767
"364","GO.0005507",0.427712789264597,0.0365397194131035
"365","GO.0005509",0.405312646169629,0.037124926442301
"366","GO.0005515",0.432154845688588,0.03096118609108
"367","GO.0005516",0.441599229366317,0.0385642818713353
"368","GO.0005518",0.438894431595973,0.0347533414997494
"369","GO.0005524",0.420271673203957,0.0300190994363718
"370","GO.0005525",0.401482954652446,0.0348276825459152
"371","GO.0005534",0.456349362561205,0.0316097163770943
"372","GO.0005536",0.461305667334293,0.0307397259459259
"373","GO.0005543",0.419985444066656,0.0336219196832383
"374","GO.0005544",0.420393668117484,0.0332800803379545
"375","GO.0005546",0.446365755650058,0.0324517346694016
"376","GO.0005548",0.451869388543586,0.0356733133282922
"377","GO.0005549",0.431485356579021,0.0339040399586911
"378","GO.0005575",0.429448452129351,0.033233908478931
"379","GO.0005576",0.429485923720464,0.0364857807422601
"380","GO.0005604",0.411540746087858,0.0327331277962435
"381","GO.0005615",0.443411831111015,0.0390900626615698
"382","GO.0005634",0.440712267790464,0.03140924250043
"383","GO.0005635",0.419267321878464,0.0375128497982886
"384","GO.0005637",0.443149854382912,0.033500689097777
"385","GO.0005643",0.41733030991324,0.0375217141879343
"386","GO.0005652",0.451231911737437,0.0321946813764648
"387","GO.0005654",0.424842504875335,0.0295092622874579
"388","GO.0005663",0.442165394708619,0.0332441239670966
"389","GO.0005665",0.450090206927356,0.0325800750832932
"390","GO.0005666",0.441610559739354,0.0339963707518199
"391","GO.0005667",0.409334240095033,0.0411806064089177
"392","GO.0005669",0.431421696200063,0.0349081140394538
"393","GO.0005675",0.437629926376631,0.0338870475516312
"394","GO.0005680",0.386192996596203,0.0386992028817224
"395","GO.0005681",0.472370597279805,0.0305261249924761
"396","GO.0005682",0.443936410914204,0.0346955399695829
"397","GO.0005684",0.432918209127855,0.0348801020808861
"398","GO.0005685",0.435513214187956,0.035232498361385
"399","GO.0005686",0.414021952449451,0.0370715568699203
"400","GO.0005687",0.451839325180898,0.0345723381117883
"401","GO.0005688",0.440736201872992,0.0347466238651236
"402","GO.0005689",0.430270022256896,0.0346675082197956
"403","GO.0005694",0.43587199979221,0.0345507694728413
"404","GO.0005700",0.459458417938901,0.0345369222266117
"405","GO.0005701",0.447140783182877,0.0330040816603866
"406","GO.0005703",0.449537561198778,0.0330347457501128
"407","GO.0005704",0.445399779626873,0.0356507946182421
"408","GO.0005705",0.434745499258601,0.0350782923276096
"409","GO.0005721",0.426006294956031,0.0335682923142639
"410","GO.0005730",0.365596838034927,0.0387020881081313
"411","GO.0005736",0.436254024529741,0.0346186616903133
"412","GO.0005737",0.449164409170129,0.0312024412702083
"413","GO.0005739",0.41314059244017,0.0306056765230936
"414","GO.0005740",0.440846952982259,0.0352050926464785
"415","GO.0005741",0.421519460444401,0.0331646655633343
"416","GO.0005742",0.456691350573246,0.0336306373333238
"417","GO.0005743",0.424466889716792,0.0352119936787973
"418","GO.0005744",0.427906440323276,0.0354310894551665
"419","GO.0005747",0.420768347061498,0.0418723987207885
"420","GO.0005749",0.46968516666358,0.0334461895341941
"421","GO.0005750",0.445116403548179,0.0356750296113761
"422","GO.0005751",0.444196825493009,0.0360278290153891
"423","GO.0005753",0.441410570332005,0.0347855523346127
"424","GO.0005758",0.430323959576635,0.0342698180144472
"425","GO.0005759",0.371498991322358,0.0438339406954279
"426","GO.0005761",0.465616635633894,0.0333682656044104
"427","GO.0005762",0.436635779953069,0.0332210581973638
"428","GO.0005763",0.410290001484421,0.0359926323746698
"429","GO.0005764",0.395364195831094,0.0364071721945875
"430","GO.0005765",0.403050192529217,0.0394001607683601
"431","GO.0005768",0.391838076208561,0.0318219221685288
"432","GO.0005769",0.41141914803166,0.0352739518298599
"433","GO.0005770",0.367249015875396,0.0358192034878573
"434","GO.0005771",0.445475561921092,0.0354266659851419
"435","GO.0005774",0.434924206575722,0.035838380793386
"436","GO.0005776",0.389688108371826,0.0343770369656293
"437","GO.0005777",0.397085167499056,0.0401009913093497
"438","GO.0005778",0.430857793044575,0.0347126828618033
"439","GO.0005783",0.416778673755207,0.0380799046391555
"440","GO.0005786",0.446179662125604,0.0353093933779527
"441","GO.0005788",0.433288484323335,0.0373859746524864
"442","GO.0005789",0.487154267290197,0.0320069956105957
"443","GO.0005793",0.439359202016057,0.036057622364185
"444","GO.0005794",0.422101914722481,0.0368949946735411
"445","GO.0005795",0.434793078123355,0.0352750689970809
"446","GO.0005797",0.401921365454386,0.0374200935964953
"447","GO.0005801",0.440726713163387,0.0372648940247734
"448","GO.0005802",0.404290856916849,0.0348752140110716
"449","GO.0005811",0.48909153499154,0.0359448740911151
"450","GO.0005813",0.422321101498076,0.0299663291535845
"451","GO.0005814",0.419312413558817,0.0359763695124641
"452","GO.0005815",0.43506211328702,0.0309205551329955
"453","GO.0005818",0.441094263507439,0.0353203869226558
"454","GO.0005819",0.349627229311713,0.034739494065404
"455","GO.0005828",0.437355597109184,0.0345593329074709
"456","GO.0005829",0.458671419415975,0.0309517589589167
"457","GO.0005834",0.42796435186495,0.0356714972575321
"458","GO.0005838",0.413096529104371,0.0352072817522365
"459","GO.0005839",0.417223294424377,0.0337027327896293
"460","GO.0005840",0.442780922963852,0.0304762433877563
"461","GO.0005844",0.417693517267012,0.0373494447984793
"462","GO.0005852",0.43055723353726,0.0271472106387152
"463","GO.0005854",0.441744521015864,0.0332394511743158
"464","GO.0005856",0.452748009993706,0.0316915192139723
"465","GO.0005863",0.451606782936811,0.0330736053480776
"466","GO.0005865",0.453117212757437,0.0348286964061656
"467","GO.0005868",0.418400394275451,0.0373622513725535
"468","GO.0005869",0.424704042613273,0.0349979532753956
"469","GO.0005871",0.44138134201093,0.0340190935891206
"470","GO.0005874",0.410786639933864,0.035115085068081
"471","GO.0005875",0.289532727982963,0.039855527914288
"472","GO.0005876",0.422307065525623,0.0351614404963404
"473","GO.0005879",0.429226060548099,0.0377927819929006
"474","GO.0005881",0.413422221812083,0.0326236019012498
"475","GO.0005884",0.429543506308785,0.0331828541400131
"476","GO.0005885",0.450276984701755,0.0326759198781387
"477","GO.0005886",0.449109699442353,0.0341421803753008
"478","GO.0005890",0.449095203044477,0.03371377505406
"479","GO.0005891",0.450985639828877,0.0335117618889999
"480","GO.0005892",0.436122704027505,0.0323785479075478
"481","GO.0005902",0.453375189315283,0.0334479293765865
"482","GO.0005903",0.435366515583988,0.0333344702272729
"483","GO.0005911",0.449574369403161,0.0363463528310611
"484","GO.0005912",0.522165005448196,0.0364698914040479
"485","GO.0005915",0.453644792290868,0.0328879809468296
"486","GO.0005918",0.487801857040729,0.035603783304905
"487","GO.0005919",0.430116193509596,0.0365147694503774
"488","GO.0005920",0.449791686386774,0.0337455076651219
"489","GO.0005921",0.440727106623942,0.0355980119993886
"490","GO.0005925",0.448339637867297,0.0358742985434021
"491","GO.0005927",0.444161938756797,0.0404067013014918
"492","GO.0005929",0.429370826182038,0.0313033434187123
"493","GO.0005930",0.459793473086745,0.033835165544013
"494","GO.0005938",0.437734228128951,0.0324014346803403
"495","GO.0005942",0.443033641360914,0.0340330537153491
"496","GO.0005952",0.445973132695272,0.0360944965635056
"497","GO.0005975",0.417768202120794,0.0344573412831462
"498","GO.0005977",0.452454484977703,0.0334516970479754
"499","GO.0005978",0.447854045939329,0.0332384480576991
"500","GO.0006000",0.470719324248273,0.0290823884645921
"501","GO.0006006",0.419462876836594,0.0344891531907941
"502","GO.0006013",0.448172448535451,0.0324503570429919
"503","GO.0006020",0.451243085465099,0.0336197116718491
"504","GO.0006024",0.451805254131411,0.0344423039907644
"505","GO.0006032",0.415013902518138,0.0424300695780877
"506","GO.0006044",0.491691520989695,0.0274396203216147
"507","GO.0006066",0.441754269781531,0.0342046678267691
"508","GO.0006072",0.429785617198382,0.0389238098783807
"509","GO.0006085",0.441509651862938,0.0329700575123876
"510","GO.0006090",0.429021784924825,0.0356622559995489
"511","GO.0006094",0.462928104191647,0.0329033022187525
"512","GO.0006096",0.442724935821644,0.0290772296287801
"513","GO.0006098",0.445283990680795,0.0348758408398615
"514","GO.0006099",0.455374142822059,0.0339686230393587
"515","GO.0006102",0.455863942662732,0.0365247764862398
"516","GO.0006108",0.423113340555473,0.0394091134879
"517","GO.0006117",0.449106438076981,0.0333725929526507
"518","GO.0006120",0.417251165820389,0.0395205682928622
"519","GO.0006121",0.465398586590448,0.0343002977058929
